,Hour,StationEnd,Count,Day,Year,Count1,Count1week,Count2week,Count3week,Count4week,Holiday,Weekday,Workingday,WeatherSituation,Temp,ATemp,Humidity,Windspeed
27,9,20,1,67,2011,0,1,0,4,0,0.0,2.0,1.0,1.0,0.26,0.2576,0.41,0.1642
28,10,22,1,67,2011,2,1,0,0,0,0.0,2.0,1.0,2.0,0.3,0.2879,0.33,0.194
29,11,20,1,67,2011,0,1,3,0,0,0.0,2.0,1.0,2.0,0.36,0.3485,0.25,0.1642
30,11,25,1,67,2011,0,1,2,1,0,0.0,2.0,1.0,2.0,0.36,0.3485,0.25,0.1642
31,12,20,1,67,2011,1,2,2,1,0,0.0,2.0,1.0,2.0,0.36,0.3788,0.23,0.0
32,12,25,1,67,2011,1,1,1,1,1,0.0,2.0,1.0,2.0,0.36,0.3788,0.23,0.0
33,13,25,1,67,2011,1,3,1,1,1,0.0,2.0,1.0,2.0,0.38,0.3939,0.25,0.1045
34,14,22,2,67,2011,0,3,0,0,1,0.0,2.0,1.0,2.0,0.38,0.3939,0.2,0.0
35,14,13,1,67,2011,0,0,0,0,3,0.0,2.0,1.0,2.0,0.38,0.3939,0.2,0.0
36,15,13,1,67,2011,1,0,1,0,0,0.0,2.0,1.0,2.0,0.36,0.3788,0.18,0.0
37,15,20,1,67,2011,0,3,0,0,0,0.0,2.0,1.0,2.0,0.36,0.3788,0.18,0.0
38,15,25,1,67,2011,0,3,0,1,1,0.0,2.0,1.0,2.0,0.36,0.3788,0.18,0.0
39,16,22,2,67,2011,0,2,1,0,1,0.0,2.0,1.0,1.0,0.38,0.3939,0.27,0.1642
40,16,25,1,67,2011,1,4,0,3,0,0.0,2.0,1.0,1.0,0.38,0.3939,0.27,0.1642
41,17,22,4,67,2011,2,2,0,0,0,0.0,2.0,1.0,1.0,0.36,0.3485,0.27,0.2239
42,17,13,2,67,2011,0,2,0,1,0,0.0,2.0,1.0,1.0,0.36,0.3485,0.27,0.2239
43,17,20,3,67,2011,0,0,0,3,1,0.0,2.0,1.0,1.0,0.36,0.3485,0.27,0.2239
44,17,25,3,67,2011,1,2,0,5,0,0.0,2.0,1.0,1.0,0.36,0.3485,0.27,0.2239
45,18,22,2,67,2011,4,1,1,1,1,0.0,2.0,1.0,1.0,0.34,0.3333,0.27,0.194
46,18,13,2,67,2011,2,0,1,1,0,0.0,2.0,1.0,1.0,0.34,0.3333,0.27,0.194
47,18,20,2,67,2011,3,1,0,0,0,0.0,2.0,1.0,1.0,0.34,0.3333,0.27,0.194
48,18,25,2,67,2011,3,2,2,0,1,0.0,2.0,1.0,1.0,0.34,0.3333,0.27,0.194
49,19,13,1,67,2011,2,1,2,3,2,0.0,2.0,1.0,1.0,0.34,0.3485,0.31,0.1045
50,19,20,1,67,2011,2,1,0,2,0,0.0,2.0,1.0,1.0,0.34,0.3485,0.31,0.1045
51,19,25,2,67,2011,2,1,2,0,0,0.0,2.0,1.0,1.0,0.34,0.3485,0.31,0.1045
52,19,22,2,67,2011,2,0,3,1,0,0.0,2.0,1.0,1.0,0.34,0.3485,0.31,0.1045
53,20,25,1,67,2011,2,1,0,0,0,0.0,2.0,1.0,1.0,0.32,0.3333,0.39,0.0896
54,20,22,1,67,2011,2,1,1,2,1,0.0,2.0,1.0,1.0,0.32,0.3333,0.39,0.0896
55,22,20,1,67,2011,0,1,0,1,0,0.0,2.0,1.0,1.0,0.3,0.2879,0.49,0.2239
56,22,22,1,67,2011,0,1,2,1,0,0.0,2.0,1.0,1.0,0.3,0.2879,0.49,0.2239
57,23,13,1,67,2011,0,0,0,0,0,0.0,2.0,1.0,1.0,0.28,0.2727,0.61,0.194
58,23,20,1,67,2011,1,1,2,2,0,0.0,2.0,1.0,1.0,0.28,0.2727,0.61,0.194
59,0,22,1,68,2011,0,0,2,4,0,0.0,3.0,1.0,1.0,0.26,0.2879,0.65,0.0896
60,6,20,2,68,2011,0,1,3,0,0,0.0,3.0,1.0,2.0,0.24,0.2576,0.85,0.1045
61,7,25,2,68,2011,0,0,0,2,0,0.0,3.0,1.0,2.0,0.24,0.2424,0.87,0.1642
62,7,22,2,68,2011,0,0,0,0,2,0.0,3.0,1.0,2.0,0.24,0.2424,0.87,0.1642
63,7,13,1,68,2011,0,1,1,0,2,0.0,3.0,1.0,2.0,0.24,0.2424,0.87,0.1642
64,8,22,2,68,2011,2,0,1,2,0,0.0,3.0,1.0,2.0,0.24,0.2424,0.87,0.1343
65,8,25,4,68,2011,2,1,0,3,2,0.0,3.0,1.0,2.0,0.24,0.2424,0.87,0.1343
66,8,13,2,68,2011,1,0,1,1,3,0.0,3.0,1.0,2.0,0.24,0.2424,0.87,0.1343
67,8,20,1,68,2011,0,0,0,0,1,0.0,3.0,1.0,2.0,0.24,0.2424,0.87,0.1343
68,9,13,1,68,2011,2,1,2,0,0,0.0,3.0,1.0,2.0,0.26,0.2424,0.87,0.2537
69,9,25,2,68,2011,4,0,0,0,1,0.0,3.0,1.0,2.0,0.26,0.2424,0.87,0.2537
70,10,20,3,68,2011,0,1,0,0,1,0.0,3.0,1.0,2.0,0.3,0.2879,0.75,0.2537
71,12,25,2,68,2011,0,0,1,0,0,0.0,3.0,1.0,2.0,0.32,0.303,0.76,0.2537
72,12,20,2,68,2011,0,1,0,0,0,0.0,3.0,1.0,2.0,0.32,0.303,0.76,0.2537
73,13,20,2,68,2011,2,0,0,0,3,0.0,3.0,1.0,2.0,0.32,0.2879,0.76,0.3582
74,13,25,1,68,2011,2,0,1,3,0,0.0,3.0,1.0,2.0,0.32,0.2879,0.76,0.3582
75,13,22,1,68,2011,0,1,0,4,0,0.0,3.0,1.0,2.0,0.32,0.2879,0.76,0.3582
76,14,13,1,68,2011,0,1,0,1,0,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.2985
77,14,25,1,68,2011,1,0,0,3,0,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.2985
78,15,13,1,68,2011,1,1,0,4,2,0.0,3.0,1.0,2.0,0.36,0.3333,0.71,0.2985
79,15,22,1,68,2011,0,1,0,2,1,0.0,3.0,1.0,2.0,0.36,0.3333,0.71,0.2985
80,15,25,1,68,2011,1,1,1,0,1,0.0,3.0,1.0,2.0,0.36,0.3333,0.71,0.2985
81,16,25,1,68,2011,1,0,0,0,0,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.3284
82,16,13,1,68,2011,1,1,0,0,2,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.3284
83,17,22,3,68,2011,0,1,0,1,1,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.2985
84,17,20,1,68,2011,0,0,1,2,2,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.2985
85,17,25,2,68,2011,1,1,0,1,0,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.2985
86,17,13,1,68,2011,1,0,0,1,3,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.2985
87,18,13,1,68,2011,1,0,0,0,1,0.0,3.0,1.0,2.0,0.34,0.3182,0.76,0.2537
88,18,25,3,68,2011,2,1,0,1,2,0.0,3.0,1.0,2.0,0.34,0.3182,0.76,0.2537
89,18,20,1,68,2011,1,0,0,1,0,0.0,3.0,1.0,2.0,0.34,0.3182,0.76,0.2537
90,19,20,2,68,2011,1,0,1,1,0,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.3284
91,19,25,1,68,2011,3,1,0,0,0,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.3284
92,19,13,4,68,2011,1,1,1,0,0,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.3284
93,19,22,3,68,2011,0,2,0,2,0,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.3284
94,20,22,2,68,2011,3,0,1,2,0,0.0,3.0,1.0,2.0,0.32,0.3182,0.87,0.194
95,20,13,2,68,2011,4,0,0,1,0,0.0,3.0,1.0,2.0,0.32,0.3182,0.87,0.194
96,21,22,1,68,2011,2,0,1,1,1,0.0,3.0,1.0,2.0,0.32,0.303,0.93,0.3284
97,21,13,1,68,2011,2,1,0,1,1,0.0,3.0,1.0,2.0,0.32,0.303,0.93,0.3284
98,22,22,1,68,2011,1,0,0,2,3,0.0,3.0,1.0,3.0,0.32,0.3182,0.93,0.1642
99,22,13,2,68,2011,1,0,0,1,1,0.0,3.0,1.0,3.0,0.32,0.3182,0.93,0.1642
100,6,25,1,69,2011,0,0,0,0,1,0.0,4.0,1.0,3.0,0.36,0.3333,0.0,0.3284
101,7,22,1,69,2011,0,0,1,0,0,0.0,4.0,1.0,3.0,0.38,0.3939,0.0,0.2239
102,8,22,1,69,2011,1,1,0,1,0,0.0,4.0,1.0,3.0,0.38,0.3939,0.0,0.2836
103,8,20,1,69,2011,0,0,0,1,2,0.0,4.0,1.0,3.0,0.38,0.3939,0.0,0.2836
104,8,13,1,69,2011,0,0,1,0,0,0.0,4.0,1.0,3.0,0.38,0.3939,0.0,0.2836
105,9,13,1,69,2011,1,0,0,0,2,0.0,4.0,1.0,3.0,0.4,0.4091,0.0,0.2239
106,9,25,1,69,2011,0,0,0,1,0,0.0,4.0,1.0,3.0,0.4,0.4091,0.0,0.2239
107,12,25,1,69,2011,0,0,0,0,0,0.0,4.0,1.0,3.0,0.42,0.4242,0.0,0.2239
108,12,13,1,69,2011,0,0,1,0,2,0.0,4.0,1.0,3.0,0.42,0.4242,0.0,0.2239
109,12,22,1,69,2011,0,0,1,0,1,0.0,4.0,1.0,3.0,0.42,0.4242,0.0,0.2239
110,14,20,1,69,2011,0,4,0,0,0,0.0,4.0,1.0,3.0,0.44,0.4394,0.0,0.2985
111,15,13,1,69,2011,0,0,0,0,1,0.0,4.0,1.0,3.0,0.44,0.4394,0.0,0.2239
112,16,25,1,69,2011,0,3,1,0,2,0.0,4.0,1.0,3.0,0.42,0.4242,0.0,0.2537
113,16,22,1,69,2011,0,0,0,0,0,0.0,4.0,1.0,3.0,0.42,0.4242,0.0,0.2537
114,17,25,2,69,2011,1,0,0,0,6,0.0,4.0,1.0,2.0,0.44,0.4394,0.0,0.3881
115,17,22,5,69,2011,1,0,0,0,3,0.0,4.0,1.0,2.0,0.44,0.4394,0.0,0.3881
116,18,20,2,69,2011,0,1,1,0,0,0.0,4.0,1.0,3.0,0.44,0.4394,0.0,0.3582
117,19,13,1,69,2011,0,1,0,2,2,0.0,4.0,1.0,3.0,0.44,0.4394,0.0,0.5821
118,20,25,1,69,2011,0,1,1,0,2,0.0,4.0,1.0,3.0,0.36,0.3333,0.0,0.3284
119,20,20,1,69,2011,0,0,1,0,1,0.0,4.0,1.0,3.0,0.36,0.3333,0.0,0.3284
120,21,22,2,69,2011,0,0,0,1,1,0.0,4.0,1.0,3.0,0.36,0.3485,0.0,0.2239
121,22,13,1,69,2011,0,0,1,1,0,0.0,4.0,1.0,2.0,0.34,0.3333,0.0,0.1343
122,23,20,1,69,2011,0,0,0,0,0,0.0,4.0,1.0,3.0,0.34,0.3485,0.0,0.0896
123,2,22,1,70,2011,0,0,4,2,2,0.0,5.0,1.0,3.0,0.34,0.3485,1.0,0.1045
124,6,25,1,70,2011,0,0,0,2,0,0.0,5.0,1.0,1.0,0.26,0.2424,0.81,0.2836
125,6,20,1,70,2011,0,0,4,0,0,0.0,5.0,1.0,1.0,0.26,0.2424,0.81,0.2836
126,7,25,1,70,2011,1,0,2,0,3,0.0,5.0,1.0,1.0,0.26,0.2576,0.7,0.194
127,7,22,2,70,2011,0,0,2,2,0,0.0,5.0,1.0,1.0,0.26,0.2576,0.7,0.194
128,7,20,3,70,2011,1,0,4,0,1,0.0,5.0,1.0,1.0,0.26,0.2576,0.7,0.194
129,8,25,4,70,2011,1,1,1,0,4,0.0,5.0,1.0,1.0,0.28,0.2727,0.7,0.2537
130,8,13,1,70,2011,0,0,1,0,1,0.0,5.0,1.0,1.0,0.28,0.2727,0.7,0.2537
131,8,22,2,70,2011,2,5,3,1,1,0.0,5.0,1.0,1.0,0.28,0.2727,0.7,0.2537
132,9,25,3,70,2011,4,2,0,2,2,0.0,5.0,1.0,2.0,0.3,0.2879,0.61,0.2836
133,9,13,1,70,2011,1,1,0,0,2,0.0,5.0,1.0,2.0,0.3,0.2879,0.61,0.2836
134,9,22,1,70,2011,2,6,1,1,2,0.0,5.0,1.0,2.0,0.3,0.2879,0.61,0.2836
135,9,20,1,70,2011,0,3,5,1,0,0.0,5.0,1.0,2.0,0.3,0.2879,0.61,0.2836
136,10,25,2,70,2011,3,1,1,1,0,0.0,5.0,1.0,2.0,0.32,0.303,0.57,0.2985
137,11,20,3,70,2011,0,1,1,1,0,0.0,5.0,1.0,2.0,0.32,0.303,0.57,0.2985
138,11,25,3,70,2011,2,2,4,1,1,0.0,5.0,1.0,2.0,0.32,0.303,0.57,0.2985
139,11,13,1,70,2011,0,0,1,0,0,0.0,5.0,1.0,2.0,0.32,0.303,0.57,0.2985
140,11,22,1,70,2011,0,1,3,0,1,0.0,5.0,1.0,2.0,0.32,0.303,0.57,0.2985
141,12,13,2,70,2011,1,1,0,1,0,0.0,5.0,1.0,2.0,0.34,0.3182,0.53,0.2537
142,12,20,1,70,2011,3,1,0,0,1,0.0,5.0,1.0,2.0,0.34,0.3182,0.53,0.2537
143,13,25,2,70,2011,0,0,1,0,0,0.0,5.0,1.0,1.0,0.36,0.3333,0.53,0.2537
144,13,13,2,70,2011,2,1,0,0,1,0.0,5.0,1.0,1.0,0.36,0.3333,0.53,0.2537
145,13,22,1,70,2011,0,1,0,0,2,0.0,5.0,1.0,1.0,0.36,0.3333,0.53,0.2537
146,14,25,2,70,2011,2,0,0,1,0,0.0,5.0,1.0,2.0,0.36,0.3333,0.5,0.3582
147,14,20,2,70,2011,0,0,0,0,2,0.0,5.0,1.0,2.0,0.36,0.3333,0.5,0.3582
148,14,13,1,70,2011,2,0,0,0,2,0.0,5.0,1.0,2.0,0.36,0.3333,0.5,0.3582
149,15,25,1,70,2011,2,0,0,0,2,0.0,5.0,1.0,2.0,0.34,0.3182,0.53,0.2537
150,16,22,2,70,2011,0,1,0,1,2,0.0,5.0,1.0,2.0,0.34,0.303,0.49,0.2985
151,16,13,1,70,2011,0,0,2,0,0,0.0,5.0,1.0,2.0,0.34,0.303,0.49,0.2985
152,16,25,1,70,2011,1,1,0,0,5,0.0,5.0,1.0,2.0,0.34,0.303,0.49,0.2985
153,16,20,1,70,2011,0,2,1,0,4,0.0,5.0,1.0,2.0,0.34,0.303,0.49,0.2985
154,17,25,3,70,2011,1,2,0,0,1,0.0,5.0,1.0,1.0,0.34,0.3182,0.49,0.2239
155,17,22,3,70,2011,2,2,0,0,0,0.0,5.0,1.0,1.0,0.34,0.3182,0.49,0.2239
156,17,13,2,70,2011,1,2,0,1,0,0.0,5.0,1.0,1.0,0.34,0.3182,0.49,0.2239
157,17,20,3,70,2011,1,2,0,0,0,0.0,5.0,1.0,1.0,0.34,0.3182,0.49,0.2239
158,18,22,3,70,2011,3,2,0,1,2,0.0,5.0,1.0,1.0,0.32,0.303,0.49,0.3284
159,18,20,2,70,2011,3,0,1,0,1,0.0,5.0,1.0,1.0,0.32,0.303,0.49,0.3284
160,18,13,1,70,2011,2,0,0,0,0,0.0,5.0,1.0,1.0,0.32,0.303,0.49,0.3284
161,18,25,1,70,2011,3,1,0,1,1,0.0,5.0,1.0,1.0,0.32,0.303,0.49,0.3284
162,19,25,1,70,2011,1,1,3,1,0,0.0,5.0,1.0,1.0,0.3,0.2727,0.56,0.3284
163,19,13,2,70,2011,1,1,3,1,0,0.0,5.0,1.0,1.0,0.3,0.2727,0.56,0.3284
164,19,22,1,70,2011,3,1,2,0,0,0.0,5.0,1.0,1.0,0.3,0.2727,0.56,0.3284
165,19,20,2,70,2011,2,0,1,0,0,0.0,5.0,1.0,1.0,0.3,0.2727,0.56,0.3284
166,20,25,2,70,2011,1,0,1,2,1,0.0,5.0,1.0,1.0,0.3,0.303,0.56,0.1642
167,20,13,2,70,2011,2,2,0,0,0,0.0,5.0,1.0,1.0,0.3,0.303,0.56,0.1642
168,21,22,2,70,2011,0,0,0,0,1,0.0,5.0,1.0,2.0,0.3,0.2879,0.52,0.2537
169,21,13,1,70,2011,2,0,0,0,0,0.0,5.0,1.0,2.0,0.3,0.2879,0.52,0.2537
170,22,22,1,70,2011,2,0,1,0,2,0.0,5.0,1.0,1.0,0.3,0.303,0.52,0.1642
171,23,22,1,70,2011,1,0,0,0,2,0.0,5.0,1.0,1.0,0.3,0.2879,0.52,0.2537
172,2,22,1,71,2011,0,1,0,1,1,0.0,6.0,0.0,1.0,0.24,0.2273,0.65,0.194
173,8,22,1,71,2011,0,0,0,1,2,0.0,6.0,0.0,1.0,0.26,0.2576,0.65,0.1642
174,9,20,2,71,2011,0,0,1,1,5,0.0,6.0,0.0,1.0,0.28,0.2879,0.65,0.1045
175,10,20,1,71,2011,2,3,0,0,1,0.0,6.0,0.0,1.0,0.32,0.303,0.66,0.2239
176,10,25,2,71,2011,0,2,0,0,3,0.0,6.0,0.0,1.0,0.32,0.303,0.66,0.2239
177,11,20,2,71,2011,1,3,1,0,0,0.0,6.0,0.0,1.0,0.34,0.303,0.49,0.3284
178,11,22,1,71,2011,0,4,0,2,1,0.0,6.0,0.0,1.0,0.34,0.303,0.49,0.3284
179,11,13,2,71,2011,0,1,1,0,0,0.0,6.0,0.0,1.0,0.34,0.303,0.49,0.3284
180,12,13,3,71,2011,2,0,1,0,0,0.0,6.0,0.0,1.0,0.34,0.3182,0.53,0.2836
181,12,22,4,71,2011,1,1,0,0,0,0.0,6.0,0.0,1.0,0.34,0.3182,0.53,0.2836
182,12,20,2,71,2011,2,1,0,0,0,0.0,6.0,0.0,1.0,0.34,0.3182,0.53,0.2836
183,13,22,4,71,2011,4,0,0,0,1,0.0,6.0,0.0,1.0,0.36,0.3333,0.51,0.3582
184,13,20,1,71,2011,2,5,0,0,0,0.0,6.0,0.0,1.0,0.36,0.3333,0.51,0.3582
185,14,22,2,71,2011,4,0,1,0,1,0.0,6.0,0.0,1.0,0.4,0.4091,0.5,0.4478
186,14,25,1,71,2011,0,0,0,0,0,0.0,6.0,0.0,1.0,0.4,0.4091,0.5,0.4478
187,14,13,2,71,2011,0,1,1,1,0,0.0,6.0,0.0,1.0,0.4,0.4091,0.5,0.4478
188,14,20,1,71,2011,1,0,3,0,1,0.0,6.0,0.0,1.0,0.4,0.4091,0.5,0.4478
189,15,22,4,71,2011,2,1,2,0,1,0.0,6.0,0.0,1.0,0.42,0.4242,0.44,0.4925
190,15,20,2,71,2011,1,0,2,0,2,0.0,6.0,0.0,1.0,0.42,0.4242,0.44,0.4925
191,15,25,1,71,2011,1,0,1,1,2,0.0,6.0,0.0,1.0,0.42,0.4242,0.44,0.4925
192,16,22,4,71,2011,4,2,1,0,2,0.0,6.0,0.0,1.0,0.46,0.4545,0.41,0.4478
193,16,13,2,71,2011,0,0,3,0,0,0.0,6.0,0.0,1.0,0.46,0.4545,0.41,0.4478
194,17,25,2,71,2011,0,3,0,1,3,0.0,6.0,0.0,1.0,0.46,0.4545,0.44,0.3284
195,17,22,4,71,2011,4,1,4,1,2,0.0,6.0,0.0,1.0,0.46,0.4545,0.44,0.3284
196,17,20,3,71,2011,0,3,1,1,3,0.0,6.0,0.0,1.0,0.46,0.4545,0.44,0.3284
197,18,22,2,71,2011,4,1,0,2,0,0.0,6.0,0.0,1.0,0.42,0.4242,0.54,0.1642
198,18,20,1,71,2011,3,1,0,3,1,0.0,6.0,0.0,1.0,0.42,0.4242,0.54,0.1642
199,18,13,1,71,2011,0,1,0,0,0,0.0,6.0,0.0,1.0,0.42,0.4242,0.54,0.1642
200,19,13,3,71,2011,1,1,0,1,1,0.0,6.0,0.0,1.0,0.42,0.4242,0.54,0.0896
201,19,25,1,71,2011,0,0,0,1,1,0.0,6.0,0.0,1.0,0.42,0.4242,0.54,0.0896
202,20,13,1,71,2011,3,0,1,0,0,0.0,6.0,0.0,1.0,0.4,0.4091,0.58,0.1045
203,20,25,1,71,2011,1,4,0,0,0,0.0,6.0,0.0,1.0,0.4,0.4091,0.58,0.1045
204,21,20,3,71,2011,0,0,1,0,0,0.0,6.0,0.0,1.0,0.38,0.3939,0.62,0.0
205,21,13,1,71,2011,1,1,1,0,0,0.0,6.0,0.0,1.0,0.38,0.3939,0.62,0.0
206,22,22,1,71,2011,0,1,0,0,0,0.0,6.0,0.0,1.0,0.36,0.3788,0.71,0.0
207,23,22,1,71,2011,1,1,1,0,0,0.0,6.0,0.0,1.0,0.38,0.3939,0.66,0.0896
208,23,20,1,71,2011,0,0,2,2,0,0.0,6.0,0.0,1.0,0.38,0.3939,0.66,0.0896
209,23,25,1,71,2011,0,1,1,0,0,0.0,6.0,0.0,1.0,0.38,0.3939,0.66,0.0896
210,0,25,1,72,2011,1,0,1,0,1,0.0,0.0,0.0,1.0,0.38,0.3939,0.62,0.1045
211,0,13,1,72,2011,0,0,2,2,0,0.0,0.0,0.0,1.0,0.38,0.3939,0.62,0.1045
212,1,20,1,72,2011,0,0,1,0,3,0.0,0.0,0.0,1.0,0.36,0.3485,0.66,0.1343
213,3,20,1,72,2011,0,0,0,0,1,0.0,0.0,0.0,1.0,0.34,0.3333,0.76,0.1343
214,5,20,1,72,2011,0,1,2,0,2,0.0,0.0,0.0,1.0,0.36,0.3485,0.62,0.1343
215,7,20,1,72,2011,0,0,2,0,1,0.0,0.0,0.0,1.0,0.36,0.3485,0.62,0.194
216,8,25,2,72,2011,0,0,0,1,3,0.0,0.0,0.0,1.0,0.4,0.4091,0.5,0.2985
217,9,22,2,72,2011,0,3,0,0,1,0.0,0.0,0.0,1.0,0.4,0.4091,0.5,0.4179
218,10,25,2,72,2011,0,2,0,2,1,0.0,0.0,0.0,1.0,0.42,0.4242,0.47,0.2537
219,10,13,2,72,2011,0,1,1,0,2,0.0,0.0,0.0,1.0,0.42,0.4242,0.47,0.2537
220,10,22,1,72,2011,2,0,0,0,0,0.0,0.0,0.0,1.0,0.42,0.4242,0.47,0.2537
221,11,25,2,72,2011,2,0,0,1,0,0.0,0.0,0.0,1.0,0.44,0.4394,0.41,0.4179
222,11,13,3,72,2011,2,3,0,1,0,0.0,0.0,0.0,1.0,0.44,0.4394,0.41,0.4179
223,11,20,2,72,2011,0,0,0,1,0,0.0,0.0,0.0,1.0,0.44,0.4394,0.41,0.4179
224,11,22,6,72,2011,1,2,1,1,0,0.0,0.0,0.0,1.0,0.44,0.4394,0.41,0.4179
225,12,13,1,72,2011,3,0,1,1,2,0.0,0.0,0.0,1.0,0.46,0.4545,0.38,0.3881
226,12,25,2,72,2011,2,2,2,2,2,0.0,0.0,0.0,1.0,0.46,0.4545,0.38,0.3881
227,12,20,4,72,2011,2,2,1,1,2,0.0,0.0,0.0,1.0,0.46,0.4545,0.38,0.3881
228,12,22,2,72,2011,6,1,1,1,3,0.0,0.0,0.0,1.0,0.46,0.4545,0.38,0.3881
229,13,22,2,72,2011,2,0,2,1,2,0.0,0.0,0.0,1.0,0.46,0.4545,0.38,0.3881
230,13,13,3,72,2011,1,1,3,0,1,0.0,0.0,0.0,1.0,0.46,0.4545,0.38,0.3881
231,13,25,1,72,2011,2,1,1,2,1,0.0,0.0,0.0,1.0,0.46,0.4545,0.38,0.3881
232,13,20,1,72,2011,4,0,3,0,2,0.0,0.0,0.0,1.0,0.46,0.4545,0.38,0.3881
233,14,22,6,72,2011,2,0,1,0,2,0.0,0.0,0.0,1.0,0.46,0.4545,0.41,0.2985
234,14,20,1,72,2011,1,0,1,0,0,0.0,0.0,0.0,1.0,0.46,0.4545,0.41,0.2985
235,14,13,2,72,2011,3,0,1,0,0,0.0,0.0,0.0,1.0,0.46,0.4545,0.41,0.2985
236,14,25,1,72,2011,1,2,0,1,0,0.0,0.0,0.0,1.0,0.46,0.4545,0.41,0.2985
237,15,13,2,72,2011,2,0,1,0,1,0.0,0.0,0.0,1.0,0.48,0.4697,0.39,0.3284
238,15,20,3,72,2011,1,0,1,0,0,0.0,0.0,0.0,1.0,0.48,0.4697,0.39,0.3284
239,15,22,5,72,2011,6,0,1,0,0,0.0,0.0,0.0,1.0,0.48,0.4697,0.39,0.3284
240,15,25,6,72,2011,1,1,1,1,1,0.0,0.0,0.0,1.0,0.48,0.4697,0.39,0.3284
241,16,20,3,72,2011,3,0,0,4,0,0.0,0.0,0.0,1.0,0.46,0.4545,0.41,0.3881
242,16,13,3,72,2011,2,0,1,3,0,0.0,0.0,0.0,1.0,0.46,0.4545,0.41,0.3881
