,Hour,StationEnd,Count,Day,Year,Count1,Count1week,Count2week,Count3week,Count4week
79668,14,11,1,143,2011,1,1,4,2,1
79688,14,16,3,143,2011,1,0,2,2,3
79702,14,26,2,143,2011,2,0,2,0,1
79737,15,11,1,143,2011,1,0,3,0,1
79738,15,26,1,143,2011,2,0,3,1,0
79751,16,26,4,143,2011,1,0,5,0,1
79772,16,15,1,143,2011,0,1,1,2,2
79773,16,11,1,143,2011,1,1,0,0,0
79799,17,26,3,143,2011,4,1,0,1,2
79806,17,16,3,143,2011,0,2,2,0,1
79812,17,11,1,143,2011,1,1,0,0,0
79815,18,11,2,143,2011,1,1,1,0,0
79834,18,26,1,143,2011,3,1,1,0,2
79842,18,15,2,143,2011,0,2,0,0,0
79847,18,16,3,143,2011,3,3,0,0,0
79880,19,26,4,143,2011,1,1,0,0,0
79884,19,16,2,143,2011,3,0,0,0,0
79901,20,16,6,143,2011,2,2,1,0,1
79918,20,26,2,143,2011,4,4,0,0,0
79924,20,15,1,143,2011,0,1,1,0,0
79935,21,26,3,143,2011,2,4,3,2,0
79954,21,15,1,143,2011,1,1,1,2,2
79962,22,26,5,143,2011,3,1,1,0,0
79987,22,11,1,143,2011,0,1,4,0,0
80000,23,11,2,143,2011,1,1,3,0,1
80002,23,15,1,143,2011,0,0,2,1,0
80014,23,16,1,143,2011,0,0,0,1,0
80026,0,26,1,144,2011,0,0,0,5,1
80055,2,11,1,144,2011,0,0,2,3,2
80059,3,16,1,144,2011,0,1,2,3,2
80074,5,26,1,144,2011,0,2,2,3,1
80106,6,15,1,144,2011,0,1,1,5,0
80129,7,16,3,144,2011,0,1,3,1,2
80133,7,11,3,144,2011,0,5,1,2,2
80137,7,26,2,144,2011,0,0,2,3,2
80146,8,15,2,144,2011,0,1,2,3,1
80172,8,16,1,144,2011,3,2,1,3,2
80177,8,11,1,144,2011,3,0,2,0,6
80178,8,26,3,144,2011,2,0,1,4,4
80192,9,26,4,144,2011,3,0,2,1,3
80198,9,11,2,144,2011,1,1,3,2,1
80225,10,11,2,144,2011,2,0,0,2,1
80230,10,26,2,144,2011,4,1,3,0,1
80266,11,26,2,144,2011,2,2,0,1,2
80274,11,11,2,144,2011,2,0,4,0,3
80277,11,16,1,144,2011,0,3,0,0,3
80300,12,26,2,144,2011,2,3,4,4,2
80313,12,15,1,144,2011,0,3,2,1,2
80342,13,26,2,144,2011,2,1,2,2,2
80349,13,16,1,144,2011,0,5,0,1,3
80382,14,11,2,144,2011,0,2,1,2,2
80386,14,26,1,144,2011,2,0,1,2,1
80406,15,16,1,144,2011,0,4,0,0,2
80413,15,26,2,144,2011,1,2,2,1,0
80414,15,11,2,144,2011,2,2,1,2,0
80429,16,26,1,144,2011,2,0,2,1,0
80439,16,15,1,144,2011,0,3,0,0,0
80447,16,16,1,144,2011,1,2,0,0,0
80473,17,11,2,144,2011,0,2,3,0,2
80482,17,26,6,144,2011,1,1,0,0,0
80489,17,15,1,144,2011,1,5,1,0,1
80499,17,16,1,144,2011,1,4,0,0,0
80518,18,26,4,144,2011,6,0,1,1,0
80535,18,11,4,144,2011,2,1,2,0,0
80536,18,16,1,144,2011,1,1,0,2,0
80543,19,16,4,144,2011,1,8,0,0,0
80546,19,26,5,144,2011,4,0,1,0,0
80558,19,11,1,144,2011,4,2,0,4,0
80590,20,15,1,144,2011,0,0,1,0,0
80597,20,26,5,144,2011,5,3,5,3,0
80638,21,11,2,144,2011,0,1,4,0,0
80639,21,26,1,144,2011,5,0,3,3,0
80640,21,16,1,144,2011,0,0,5,2,2
80659,22,26,3,144,2011,1,1,5,0,4
80667,22,16,1,144,2011,1,1,4,0,4
80715,0,15,1,145,2011,0,0,5,0,0
80758,5,26,1,145,2011,0,3,0,1,1
80782,6,11,2,145,2011,0,2,1,1,0
80784,6,16,1,145,2011,0,1,2,0,0
80790,6,26,1,145,2011,1,2,6,0,1
80791,6,15,2,145,2011,0,0,5,3,2
80816,7,11,3,145,2011,2,3,5,1,2
80830,7,26,2,145,2011,1,0,1,0,0
80832,7,16,1,145,2011,1,0,2,0,1
80842,8,11,4,145,2011,3,1,4,2,0
80858,8,16,3,145,2011,1,0,5,1,2
80865,8,15,2,145,2011,0,0,0,0,0
80872,8,26,7,145,2011,2,4,0,2,2
80893,9,11,3,145,2011,4,2,3,2,2
80902,9,26,1,145,2011,7,1,2,5,1
80908,9,16,2,145,2011,3,1,3,2,4
80913,10,26,2,145,2011,1,0,0,0,1
80921,10,16,3,145,2011,2,0,1,3,4
80945,10,11,1,145,2011,3,0,1,3,0
80971,11,15,1,145,2011,0,0,0,2,1
80974,11,16,3,145,2011,3,1,1,0,3
80975,11,26,1,145,2011,2,2,0,1,2
80992,12,26,3,145,2011,1,2,0,4,0
81006,12,11,2,145,2011,0,2,0,4,2
81009,12,16,1,145,2011,3,2,0,4,3
81067,14,26,1,145,2011,0,1,1,2,2
81092,15,16,2,145,2011,0,2,0,3,1
81112,15,11,1,145,2011,0,3,2,0,2
81145,16,15,1,145,2011,0,3,1,3,1
81146,16,26,4,145,2011,0,3,6,1,2
81148,16,16,3,145,2011,2,2,1,0,3
81150,16,11,1,145,2011,1,5,1,3,0
81178,17,11,5,145,2011,1,3,1,0,0
81180,17,16,3,145,2011,3,0,3,0,0
81186,17,26,7,145,2011,4,0,3,0,0
81214,18,26,6,145,2011,7,1,2,0,0
81216,18,15,3,145,2011,0,2,5,0,2
81229,18,16,3,145,2011,3,1,4,4,1
81230,18,11,3,145,2011,5,0,0,1,1
81243,19,11,3,145,2011,3,0,1,0,0
81267,19,16,3,145,2011,3,1,0,4,0
81269,19,26,1,145,2011,6,3,0,3,2
81275,20,11,2,145,2011,3,0,1,2,0
81286,20,26,3,145,2011,1,1,3,0,0
81292,20,15,1,145,2011,0,1,2,0,1
81300,20,16,2,145,2011,3,0,1,1,0
81339,21,26,5,145,2011,3,0,2,0,0
81343,21,16,1,145,2011,2,0,3,1,0
81344,21,11,2,145,2011,2,0,3,0,1
81345,21,15,1,145,2011,1,0,1,1,0
81373,22,26,2,145,2011,5,0,0,0,0
81375,22,11,1,145,2011,2,1,0,0,1
81376,22,16,1,145,2011,1,0,0,1,0
81399,23,11,1,145,2011,1,0,1,0,1
81403,23,26,1,145,2011,2,0,1,1,0
81430,0,16,1,146,2011,0,2,0,0,0
81431,0,26,2,146,2011,1,1,0,1,0
81447,1,16,1,146,2011,1,0,1,0,2
81471,5,26,1,146,2011,0,1,0,1,0
81478,5,11,1,146,2011,0,2,0,1,0
81491,6,15,1,146,2011,0,0,0,0,2
81512,6,11,1,146,2011,1,3,1,1,3
81513,6,26,1,146,2011,1,5,2,1,1
81543,7,26,4,146,2011,1,5,1,0,3
81548,7,15,2,146,2011,1,2,1,4,2
81551,7,16,2,146,2011,0,5,3,2,1
81565,8,26,3,146,2011,4,0,2,0,2
81575,8,16,3,146,2011,2,0,0,1,0
81591,8,11,2,146,2011,0,0,1,2,0
81607,9,11,1,146,2011,2,3,0,4,1
81622,9,15,1,146,2011,0,2,2,1,2
81632,10,26,2,146,2011,0,2,0,0,0
81635,10,11,1,146,2011,1,0,0,3,1
81639,10,16,1,146,2011,0,4,1,0,0
81688,11,15,1,146,2011,0,1,2,1,0
81719,12,16,2,146,2011,0,4,0,2,0
81727,12,11,1,146,2011,0,3,1,4,1
81750,13,11,1,146,2011,1,1,1,2,1
81753,13,26,3,146,2011,0,5,1,0,0
81782,14,16,1,146,2011,0,0,7,2,1
81788,14,26,1,146,2011,3,1,1,1,0
81795,14,11,1,146,2011,1,2,2,0,0
81815,15,11,2,146,2011,1,3,2,1,2
81826,15,26,2,146,2011,1,4,2,0,4
81827,15,16,1,146,2011,1,2,0,0,1
81830,16,11,5,146,2011,2,1,1,0,1
81853,16,26,4,146,2011,2,1,0,0,2
81860,16,15,1,146,2011,0,1,0,0,5
81863,16,16,3,146,2011,1,1,0,0,0
81882,17,26,6,146,2011,4,3,4,3,0
81898,17,16,2,146,2011,3,0,1,1,1
81902,17,11,4,146,2011,5,0,3,1,2
81938,18,16,4,146,2011,2,3,4,1,3
81941,18,26,2,146,2011,6,1,3,3,2
81966,19,26,4,146,2011,2,1,2,0,1
81970,19,16,4,146,2011,4,0,2,1,0
81973,19,15,1,146,2011,0,0,2,2,1
81976,19,11,1,146,2011,0,0,1,0,2
81994,20,26,3,146,2011,4,0,4,1,3
82013,20,16,2,146,2011,4,1,1,0,0
82016,20,11,2,146,2011,1,0,1,3,1
82018,20,15,2,146,2011,1,0,3,0,2
82039,21,15,2,146,2011,2,1,0,0,1
82040,21,26,1,146,2011,3,0,3,1,0
82045,21,16,2,146,2011,2,0,0,0,1
82084,22,11,2,146,2011,0,1,0,3,2
82108,23,11,1,146,2011,2,0,0,0,1
82109,23,26,1,146,2011,0,0,0,2,0
82114,23,16,1,146,2011,0,0,0,1,1
82143,0,26,1,147,2011,1,0,2,0,1
82164,1,16,1,147,2011,0,0,1,0,0
82210,5,15,1,147,2011,0,0,0,1,1
82231,6,26,2,147,2011,0,3,1,3,1
82246,7,26,3,147,2011,2,0,2,2,0
82265,7,15,1,147,2011,0,1,10,4,1
82271,7,16,2,147,2011,0,2,0,3,0
82272,7,11,1,147,2011,0,1,2,4,0
82291,8,11,2,147,2011,1,0,1,8,0
82303,8,26,5,147,2011,3,1,1,1,0
82305,8,15,2,147,2011,1,3,0,1,0
82310,8,16,1,147,2011,2,1,0,4,2
82315,9,26,2,147,2011,5,0,2,1,0
82323,9,15,1,147,2011,2,0,1,0,2
82349,9,11,1,147,2011,2,2,0,0,2
82353,10,26,1,147,2011,2,1,3,1,3
82357,10,11,2,147,2011,1,4,1,2,0
82375,10,15,1,147,2011,1,3,1,1,2
82382,10,16,1,147,2011,0,5,1,1,1
82415,11,11,2,147,2011,2,4,0,1,0
82447,12,11,2,147,2011,2,5,0,1,1
82449,12,16,1,147,2011,0,1,0,0,0
82456,13,11,3,147,2011,2,0,2,0,2
82463,13,26,3,147,2011,0,1,3,0,0
82508,14,26,2,147,2011,3,2,0,0,2
82520,14,11,1,147,2011,3,3,0,1,0
82534,15,11,2,147,2011,1,4,4,0,1
82546,15,26,4,147,2011,2,4,1,0,1
82554,15,16,1,147,2011,0,2,3,0,1
82556,15,15,1,147,2011,0,0,0,3,0
82571,16,26,5,147,2011,4,4,0,5,1
82578,16,16,4,147,2011,1,3,3,1,2
82594,16,11,1,147,2011,2,0,8,0,0
82605,17,26,7,147,2011,5,7,2,0,1
82620,17,16,2,147,2011,4,1,6,2,0
82624,17,11,2,147,2011,1,4,2,0,1
82634,17,15,1,147,2011,0,2,3,2,1
82650,18,16,5,147,2011,2,0,1,0,2
82656,18,11,1,147,2011,2,2,1,3,1
82669,18,26,5,147,2011,7,1,1,0,3
82672,18,15,2,147,2011,1,1,3,2,4
82695,19,11,2,147,2011,1,0,1,0,2
82706,19,16,1,147,2011,5,2,2,0,2
82729,20,16,1,147,2011,1,2,1,1,3
82739,20,26,2,147,2011,0,0,3,1,0
82740,20,11,1,147,2011,2,0,2,3,1
82759,21,26,3,147,2011,2,2,1,0,0
82772,21,16,1,147,2011,1,0,1,2,2
82777,21,15,1,147,2011,0,1,0,1,1
82832,23,11,1,147,2011,0,0,0,1,2
82839,23,16,1,147,2011,0,0,0,1,0
82846,23,26,1,147,2011,0,0,0,6,0
82870,0,26,1,148,2011,1,3,0,1,1
82891,1,26,1,148,2011,1,0,1,3,0
82910,2,11,1,148,2011,0,1,0,2,0
82923,3,16,1,148,2011,0,3,0,5,0
82958,6,26,1,148,2011,0,1,1,0,0
83006,8,16,1,148,2011,0,7,0,2,1
83014,9,11,3,148,2011,0,0,0,1,1
83019,9,16,1,148,2011,1,0,0,2,2
83030,9,26,3,148,2011,0,2,0,0,1
83050,10,26,7,148,2011,3,4,0,1,0
83069,10,16,2,148,2011,1,0,0,1,0
83102,11,16,4,148,2011,2,0,1,0,1
83109,11,11,2,148,2011,0,1,0,1,2
83117,11,15,2,148,2011,0,0,0,2,0
83121,11,26,1,148,2011,7,1,0,1,2
83127,12,26,4,148,2011,1,1,1,3,1
83148,12,11,2,148,2011,2,1,1,1,1
83155,12,16,1,148,2011,4,1,1,1,0
83170,13,26,4,148,2011,4,1,1,0,0
83177,13,15,2,148,2011,0,2,1,0,0
83186,13,16,1,148,2011,1,2,0,0,1
83194,13,11,2,148,2011,2,0,3,1,0
83223,14,26,2,148,2011,4,3,1,1,0
83226,14,16,1,148,2011,1,0,0,2,0
83234,14,15,1,148,2011,2,2,2,0,0
83236,14,11,2,148,2011,2,1,1,5,0
83249,15,26,4,148,2011,2,1,1,1,0
83269,15,16,3,148,2011,1,2,5,0,2
83272,15,11,2,148,2011,2,1,0,0,1
83295,16,26,3,148,2011,4,2,1,0,2
83307,16,16,1,148,2011,3,0,4,1,0
83308,16,15,1,148,2011,0,3,4,1,2
83311,16,11,1,148,2011,2,6,3,2,0
83337,17,15,1,148,2011,1,0,1,3,1
83347,17,16,4,148,2011,1,4,7,0,0
83349,17,26,2,148,2011,3,2,0,0,0
83369,18,26,4,148,2011,2,5,0,0,0
83383,18,11,2,148,2011,0,2,3,0,0
83388,18,16,1,148,2011,4,2,3,0,0
83400,19,26,2,148,2011,4,2,0,0,1
83424,19,16,1,148,2011,1,0,0,0,1
83439,20,16,4,148,2011,1,1,0,0,0
83443,20,11,3,148,2011,0,1,0,1,0
83450,20,26,2,148,2011,2,0,1,2,2
83487,21,26,1,148,2011,2,0,1,0,0
83512,22,16,3,148,2011,0,0,1,2,0
83553,23,26,1,148,2011,0,1,5,0,0
83555,23,11,1,148,2011,0,0,2,1,0
83574,0,26,1,149,2011,1,0,1,0,0
83582,0,11,1,149,2011,1,0,2,0,0
83653,3,26,2,149,2011,0,0,2,0,2
83666,4,16,1,149,2011,0,0,0,0,0
83695,7,16,1,149,2011,0,3,0,0,0
83720,8,16,1,149,2011,1,1,2,0,1
83726,8,26,1,149,2011,0,1,0,1,2
83742,9,16,2,149,2011,1,1,1,2,0
83751,9,26,3,149,2011,1,1,1,0,0
83758,9,11,1,149,2011,0,5,0,0,3
83787,10,26,2,149,2011,3,3,1,0,0
83796,10,15,1,149,2011,0,1,1,0,0
83800,10,11,1,149,2011,1,1,1,0,1
83818,11,16,1,149,2011,0,1,1,0,0
83824,11,11,5,149,2011,1,1,4,0,1
83830,11,26,5,149,2011,2,0,1,0,0
83832,11,15,4,149,2011,1,0,0,0,2
83853,12,26,5,149,2011,5,0,6,1,4
83858,12,16,2,149,2011,1,3,3,0,1
83868,12,11,2,149,2011,5,0,1,2,1
83891,13,11,3,149,2011,2,3,1,2,2
83897,13,26,4,149,2011,5,1,5,0,2
83906,13,16,2,149,2011,2,1,1,0,0
83948,14,11,1,149,2011,3,2,5,1,3
83951,14,16,1,149,2011,2,2,4,3,1
83952,15,26,3,149,2011,0,2,3,5,0
83976,15,16,2,149,2011,1,2,0,0,1
83988,15,15,1,149,2011,0,1,3,3,0
83989,15,11,2,149,2011,1,2,0,3,2
84015,16,26,5,149,2011,3,2,0,4,2
84022,16,16,2,149,2011,2,2,1,0,1
84028,16,15,1,149,2011,1,4,0,5,1
84041,17,26,2,149,2011,5,1,1,0,5
84058,17,16,3,149,2011,2,0,0,1,0
84064,17,11,2,149,2011,0,4,1,3,0
84084,18,16,3,149,2011,3,4,0,7,2
84096,18,11,3,149,2011,2,1,0,1,1
84101,18,26,1,149,2011,2,3,0,1,0
84134,19,11,4,149,2011,3,4,2,5,0
84135,19,16,1,149,2011,3,0,1,1,0
84137,19,26,1,149,2011,1,0,0,1,0
84149,20,11,1,149,2011,4,5,3,0,2
84152,20,26,2,149,2011,1,1,1,3,0
84155,20,15,1,149,2011,0,3,3,1,0
84186,21,16,6,149,2011,0,0,2,2,1
84200,21,26,3,149,2011,2,1,1,0,0
84205,21,15,2,149,2011,1,3,0,0,1
84208,21,11,2,149,2011,1,0,0,0,0
84234,22,16,1,149,2011,6,1,3,1,0
84236,22,11,2,149,2011,2,2,0,0,0
84243,22,26,2,149,2011,3,0,1,0,0
84263,23,11,1,149,2011,2,1,0,0,0
84266,23,16,1,149,2011,1,0,0,1,3
84278,23,26,1,149,2011,2,1,1,0,1
84307,0,11,1,150,2011,1,3,1,0,1
84342,2,16,1,150,2011,0,0,2,0,0
84364,3,11,1,150,2011,0,1,5,0,2
84418,8,15,1,150,2011,0,3,3,3,1
84424,8,11,1,150,2011,0,2,0,2,1
84438,8,26,3,150,2011,0,8,2,4,1
84462,9,16,4,150,2011,0,0,3,1,0
84497,10,26,3,150,2011,0,0,7,2,4
84505,10,15,1,150,2011,0,1,0,7,1
84506,10,16,1,150,2011,4,2,0,4,0
84532,11,15,1,150,2011,1,2,2,3,3
84541,11,16,2,150,2011,1,0,5,5,1
84542,11,26,1,150,2011,3,0,2,2,4
84562,12,16,6,150,2011,2,0,0,0,1
84568,12,26,6,150,2011,1,1,4,4,1
84579,12,15,1,150,2011,1,0,5,6,2
84581,12,11,1,150,2011,0,1,5,2,1
84606,13,15,1,150,2011,1,0,2,0,1
84613,13,26,2,150,2011,6,3,1,2,3
84615,13,16,1,150,2011,6,1,2,6,1
84653,14,16,3,150,2011,1,0,0,0,1
84659,14,26,2,150,2011,2,1,1,3,1
84667,15,16,2,150,2011,3,2,1,3,5
84684,15,26,4,150,2011,2,2,0,1,1
84686,15,11,2,150,2011,0,1,0,2,2
84709,16,16,5,150,2011,2,2,0,1,2
84713,16,26,2,150,2011,4,5,0,2,1
84731,16,11,3,150,2011,2,10,2,0,0
84756,17,26,5,150,2011,2,6,1,1,2
84770,17,15,1,150,2011,0,0,0,0,2
84772,17,11,1,150,2011,3,5,0,0,0
84787,18,15,1,150,2011,1,4,0,0,1
84807,18,11,2,150,2011,1,0,0,1,0
84837,19,26,2,150,2011,0,3,1,1,1
84839,19,16,3,150,2011,0,4,0,0,0
84868,20,11,2,150,2011,0,2,0,0,0
84877,20,26,2,150,2011,2,0,0,0,0
84880,20,15,2,150,2011,0,0,0,1,0
84911,21,11,1,150,2011,2,0,1,2,0
84913,21,26,2,150,2011,2,2,1,2,0
84928,22,26,2,150,2011,2,0,2,6,0
84962,23,26,1,150,2011,2,0,1,5,0
84993,0,26,1,151,2011,1,0,4,1,0
85046,6,15,1,151,2011,0,1,2,0,1
85055,6,11,2,151,2011,0,0,2,1,1
85089,7,16,1,151,2011,0,0,2,0,2
85109,8,16,4,151,2011,1,0,2,1,2
85112,8,11,2,151,2011,0,1,1,3,0
85138,8,15,3,151,2011,0,0,9,0,2
85169,9,26,1,151,2011,0,0,0,1,1
85172,9,11,1,151,2011,2,0,1,0,1
85185,10,26,2,151,2011,1,0,2,2,0
85189,10,16,1,151,2011,0,0,1,1,0
85206,10,11,1,151,2011,1,0,2,2,0
85229,11,11,2,151,2011,1,0,3,0,2
85238,11,15,1,151,2011,0,1,3,4,1
85265,12,11,1,151,2011,2,0,6,3,0
85266,12,26,2,151,2011,0,1,0,0,1
85268,12,16,1,151,2011,0,2,1,1,1
85299,13,11,1,151,2011,1,5,3,0,0
85314,14,26,2,151,2011,0,5,1,2,2
85328,14,11,2,151,2011,1,5,0,1,1
85335,15,26,4,151,2011,2,0,2,3,2
85346,15,11,1,151,2011,2,0,1,0,1
85364,15,16,1,151,2011,0,0,3,0,2
85374,16,11,3,151,2011,1,1,0,2,2
85399,16,26,1,151,2011,4,0,1,5,6
85414,17,26,9,151,2011,1,0,3,6,1
85433,17,16,5,151,2011,0,0,3,2,3
85438,17,15,1,151,2011,0,3,1,3,2
85472,18,16,3,151,2011,5,1,2,1,2
85475,18,11,2,151,2011,0,1,0,4,3
85477,18,26,2,151,2011,9,1,3,0,1
85486,19,11,1,151,2011,2,0,1,2,1
85492,19,26,4,151,2011,2,1,2,1,3
85514,19,16,2,151,2011,3,0,0,1,3
85533,20,26,2,151,2011,4,3,5,0,2
85579,21,11,1,151,2011,0,3,0,2,1
85582,21,16,1,151,2011,0,2,4,2,2
85584,21,26,1,151,2011,2,2,0,2,0
85602,22,26,1,151,2011,1,2,0,1,3
85614,22,11,3,151,2011,1,3,3,1,0
85646,23,11,1,151,2011,3,4,0,1,0
85685,2,11,1,152,2011,0,5,0,0,0
85734,6,16,1,152,2011,0,7,1,3,0
85749,7,16,2,152,2011,1,4,2,1,0
85750,7,26,4,152,2011,0,7,4,0,0
85774,7,11,1,152,2011,0,4,0,1,3
85779,8,16,5,152,2011,2,1,1,0,0
85795,8,26,4,152,2011,4,0,1,6,3
85812,8,11,1,152,2011,1,0,0,1,2
85836,9,26,4,152,2011,4,3,0,2,0
85839,9,16,1,152,2011,5,0,0,2,6
85848,9,11,1,152,2011,1,1,0,3,3
85856,10,11,1,152,2011,1,0,1,0,0
85881,10,26,1,152,2011,4,1,2,1,0
85905,11,26,3,152,2011,1,4,0,3,2
85928,12,15,1,152,2011,0,2,0,1,0
85933,12,26,2,152,2011,3,0,2,0,0
85938,12,16,2,152,2011,0,0,2,0,0
85968,13,26,1,152,2011,2,0,2,2,0
85976,13,16,2,152,2011,2,1,0,0,0
85999,14,11,2,152,2011,0,0,1,0,1
86000,14,26,1,152,2011,1,0,0,1,1
86011,14,16,1,152,2011,2,1,1,0,2
86026,15,26,2,152,2011,1,1,0,2,0
86039,15,11,1,152,2011,2,1,1,0,0
86073,16,26,3,152,2011,2,0,2,1,0
86077,16,11,3,152,2011,1,3,0,0,1
86078,16,16,1,152,2011,0,3,1,0,0
86105,17,16,6,152,2011,1,3,4,5,2
86110,17,26,3,152,2011,3,3,5,1,1
86114,17,11,4,152,2011,3,2,4,1,0
86117,17,15,2,152,2011,0,2,3,3,0
86150,18,26,2,152,2011,3,2,3,1,0
86154,18,15,1,152,2011,2,0,4,5,2
86155,18,11,4,152,2011,4,1,3,3,1
86176,19,11,3,152,2011,4,1,2,1,2
86177,19,26,2,152,2011,2,1,5,4,1
86193,19,16,1,152,2011,0,0,1,2,0
86217,20,16,3,152,2011,1,0,3,1,0
86225,20,26,3,152,2011,2,1,5,1,5
86244,21,26,3,152,2011,3,0,4,3,1
86270,22,26,2,152,2011,3,1,2,1,1
86290,22,16,2,152,2011,0,0,1,3,0
86291,22,11,3,152,2011,0,1,3,4,0
86322,0,26,1,153,2011,0,1,3,3,0
86358,1,26,1,153,2011,1,0,0,1,0
86397,6,11,3,153,2011,0,1,3,3,3
86418,6,26,2,153,2011,0,3,1,1,1
86423,7,16,3,153,2011,0,5,1,0,1
86443,7,26,3,153,2011,2,0,0,1,0
86453,7,11,1,153,2011,3,2,0,1,2
86459,7,15,2,153,2011,0,2,0,0,1
86492,8,26,4,153,2011,3,0,2,0,1
86493,8,11,2,153,2011,1,5,0,1,0
86495,8,16,4,153,2011,3,4,5,0,0
86524,9,26,2,153,2011,4,5,1,4,0
86529,9,15,3,153,2011,0,1,0,1,0
86533,9,11,1,153,2011,2,4,0,1,0
86535,9,16,1,153,2011,4,3,3,5,0
86558,10,16,1,153,2011,1,2,0,1,0
86562,10,26,3,153,2011,2,0,1,2,0
86568,10,11,1,153,2011,1,0,0,3,0
86599,11,26,1,153,2011,3,2,1,2,1
86612,12,16,2,153,2011,0,1,0,0,1
86630,12,26,2,153,2011,1,2,1,1,0
86636,12,11,2,153,2011,0,1,4,0,0
86655,13,16,4,153,2011,2,0,1,0,0
86672,13,26,1,153,2011,2,3,0,4,1
86695,14,16,3,153,2011,4,0,1,0,0
86700,14,15,1,153,2011,0,0,3,0,1
86707,14,26,2,153,2011,1,0,3,3,0
86724,15,16,1,153,2011,3,2,2,1,1
86732,15,26,3,153,2011,2,3,0,0,0
86741,15,15,1,153,2011,1,1,1,1,0
86742,15,11,1,153,2011,0,1,0,0,0
86751,16,26,3,153,2011,3,0,1,2,0
86758,16,15,1,153,2011,1,0,0,1,0
86776,16,11,2,153,2011,1,3,2,0,1
86783,16,16,1,153,2011,1,1,1,1,0
86811,17,11,2,153,2011,2,1,4,2,1
86814,17,26,1,153,2011,3,0,1,1,0
86824,17,15,1,153,2011,1,6,0,5,1
86840,18,11,3,153,2011,2,0,2,4,2
86846,18,15,1,153,2011,1,4,0,4,0
86861,18,16,3,153,2011,0,3,1,3,3
86863,18,26,5,153,2011,1,1,1,4,4
86894,19,26,4,153,2011,5,6,0,2,2
86903,19,16,1,153,2011,3,4,2,4,4
86908,20,15,2,153,2011,0,4,2,3,2
86933,20,16,1,153,2011,1,2,3,2,1
86972,21,16,1,153,2011,1,4,1,0,1
86973,21,11,1,153,2011,0,1,1,3,4
86977,21,26,2,153,2011,0,3,1,1,0
87002,22,26,3,153,2011,2,3,7,2,0
87004,22,16,1,153,2011,1,3,1,0,2
87033,23,16,1,153,2011,1,2,3,0,1
87047,23,26,2,153,2011,3,0,3,0,0
87069,0,11,1,154,2011,0,5,4,1,1
87075,0,16,1,154,2011,1,5,1,0,1
87105,4,26,1,154,2011,0,4,2,1,2
87118,5,11,1,154,2011,0,2,4,2,1
87131,6,26,1,154,2011,0,4,1,3,0
87141,6,11,2,154,2011,1,0,1,1,0
87186,7,26,2,154,2011,1,1,2,3,0
87187,7,15,2,154,2011,0,1,0,2,0
87190,7,11,1,154,2011,2,1,2,0,0
87201,8,16,4,154,2011,0,4,1,0,0
87226,8,15,1,154,2011,2,6,3,0,3
87228,8,26,4,154,2011,2,5,0,1,0
87230,8,11,3,154,2011,1,2,1,1,3
87249,9,26,2,154,2011,4,4,0,5,0
87261,9,16,2,154,2011,4,6,0,1,1
87275,10,26,2,154,2011,2,1,0,1,3
87289,10,16,1,154,2011,2,0,0,3,0
87293,10,11,2,154,2011,0,1,0,2,0
87303,11,11,2,154,2011,2,2,0,2,0
87327,11,16,4,154,2011,1,4,0,1,1
87336,11,26,1,154,2011,2,1,1,1,4
87355,12,16,2,154,2011,4,2,0,1,1
87358,12,11,3,154,2011,2,3,4,2,0
87363,12,26,3,154,2011,1,1,0,3,0
87403,13,26,3,154,2011,3,0,4,1,1
87407,13,16,1,154,2011,2,0,3,1,0
87419,14,16,3,154,2011,1,0,4,4,1
87441,14,26,2,154,2011,3,1,1,2,0
87445,14,11,1,154,2011,0,2,0,5,0
87452,15,26,3,154,2011,2,2,1,2,0
87469,15,16,3,154,2011,3,2,1,5,0
87473,15,15,1,154,2011,0,2,2,3,1
87494,16,11,3,154,2011,0,2,2,0,2
87499,16,26,2,154,2011,3,4,1,1,2
87508,16,16,3,154,2011,3,1,4,2,8
87514,16,15,1,154,2011,1,3,0,0,1
87533,17,11,4,154,2011,3,1,1,1,4
87549,17,16,3,154,2011,3,4,1,1,0
87554,17,15,1,154,2011,1,5,1,0,1
87555,17,26,1,154,2011,2,1,1,1,2
87561,18,15,2,154,2011,1,1,0,0,1
87585,18,16,4,154,2011,3,3,3,0,0
87589,18,11,2,154,2011,4,1,1,0,0
87591,18,26,3,154,2011,1,1,3,1,0
87600,19,26,4,154,2011,3,7,1,1,0
87605,19,16,7,154,2011,4,4,5,0,0
87630,19,11,1,154,2011,2,1,4,3,1
87651,20,15,2,154,2011,0,1,4,1,1
87665,20,11,1,154,2011,1,2,1,1,0
87669,20,26,3,154,2011,4,1,3,4,1
87670,20,16,2,154,2011,7,0,2,3,0
87692,21,16,1,154,2011,2,4,0,3,1
87705,21,26,3,154,2011,3,2,3,0,0
87728,22,16,1,154,2011,1,0,5,4,1
87736,22,26,2,154,2011,3,2,4,2,0
87771,23,26,1,154,2011,2,1,4,3,1
87788,0,16,1,155,2011,0,3,0,0,1
87794,0,26,2,155,2011,1,1,2,0,4
87802,1,26,2,155,2011,2,5,1,0,1
87827,1,16,1,155,2011,1,2,3,2,4
87843,2,26,1,155,2011,2,3,4,1,1
87851,2,16,1,155,2011,1,1,2,6,0
87857,3,15,1,155,2011,0,2,1,5,1
87896,6,26,1,155,2011,0,1,0,0,0
