,Hour,StationEnd,Count,Day,Year,Count1,Count1week,Count2week,Count3week,Count4week,Holiday,Weekday,Workingday,WeatherSituation,Temp,ATemp,Humidity,Windspeed
21,19,9,6,60,2011,5,7,1,0,8,0.0,2.0,1.0,1.0,0.3,0.303,0.49,0.1343
22,20,39,2,60,2011,7,4,3,0,5,0.0,2.0,1.0,1.0,0.3,0.3182,0.61,0.0896
23,20,2,9,60,2011,10,2,2,1,3,0.0,2.0,1.0,1.0,0.3,0.3182,0.61,0.0896
24,20,27,1,60,2011,4,4,3,0,1,0.0,2.0,1.0,1.0,0.3,0.3182,0.61,0.0896
25,20,9,1,60,2011,6,0,0,1,6,0.0,2.0,1.0,1.0,0.3,0.3182,0.61,0.0896
26,21,39,2,60,2011,2,2,2,0,6,0.0,2.0,1.0,1.0,0.26,0.303,0.56,0.0
27,21,2,3,60,2011,9,3,5,0,4,0.0,2.0,1.0,1.0,0.26,0.303,0.56,0.0
28,22,9,3,60,2011,0,2,13,1,8,0.0,2.0,1.0,1.0,0.24,0.2727,0.62,0.1045
29,22,39,1,60,2011,2,0,12,0,2,0.0,2.0,1.0,1.0,0.24,0.2727,0.62,0.1045
30,22,2,3,60,2011,3,4,4,0,0,0.0,2.0,1.0,1.0,0.24,0.2727,0.62,0.1045
31,23,2,4,60,2011,3,2,2,0,5,0.0,2.0,1.0,1.0,0.24,0.2273,0.65,0.2239
32,23,39,2,60,2011,1,4,5,2,5,0.0,2.0,1.0,1.0,0.24,0.2273,0.65,0.2239
33,0,39,1,61,2011,2,5,7,1,5,0.0,3.0,1.0,1.0,0.22,0.2273,0.69,0.1642
34,1,2,1,61,2011,0,8,10,1,1,0.0,3.0,1.0,1.0,0.22,0.2273,0.69,0.194
35,4,27,1,61,2011,0,1,2,3,2,0.0,3.0,1.0,1.0,0.2,0.2121,0.75,0.1343
36,5,2,1,61,2011,0,2,5,4,2,0.0,3.0,1.0,1.0,0.22,0.2121,0.69,0.2239
37,5,9,1,61,2011,0,8,10,0,4,0.0,3.0,1.0,1.0,0.22,0.2121,0.69,0.2239
38,5,39,1,61,2011,0,5,3,2,1,0.0,3.0,1.0,1.0,0.22,0.2121,0.69,0.2239
39,6,39,4,61,2011,1,2,3,0,0,0.0,3.0,1.0,1.0,0.22,0.2121,0.55,0.2537
40,6,9,2,61,2011,1,8,5,2,2,0.0,3.0,1.0,1.0,0.22,0.2121,0.55,0.2537
41,6,2,1,61,2011,1,16,4,2,5,0.0,3.0,1.0,1.0,0.22,0.2121,0.55,0.2537
42,7,2,5,61,2011,1,8,3,6,4,0.0,3.0,1.0,1.0,0.22,0.2121,0.64,0.2537
43,7,39,7,61,2011,4,8,0,0,2,0.0,3.0,1.0,1.0,0.22,0.2121,0.64,0.2537
44,7,9,4,61,2011,2,1,3,7,0,0.0,3.0,1.0,1.0,0.22,0.2121,0.64,0.2537
45,7,27,1,61,2011,0,5,1,2,0,0.0,3.0,1.0,1.0,0.22,0.2121,0.64,0.2537
46,8,27,7,61,2011,1,11,1,4,2,0.0,3.0,1.0,1.0,0.24,0.2121,0.65,0.2836
47,8,9,5,61,2011,4,1,1,5,2,0.0,3.0,1.0,1.0,0.24,0.2121,0.65,0.2836
48,8,2,13,61,2011,5,9,1,1,2,0.0,3.0,1.0,1.0,0.24,0.2121,0.65,0.2836
49,8,39,6,61,2011,7,2,3,10,1,0.0,3.0,1.0,1.0,0.24,0.2121,0.65,0.2836
50,9,2,15,61,2011,13,1,1,2,0,0.0,3.0,1.0,1.0,0.28,0.2576,0.56,0.2985
51,9,27,4,61,2011,7,1,1,2,3,0.0,3.0,1.0,1.0,0.28,0.2576,0.56,0.2985
52,9,9,6,61,2011,5,2,1,3,4,0.0,3.0,1.0,1.0,0.28,0.2576,0.56,0.2985
53,9,39,6,61,2011,6,3,0,5,0,0.0,3.0,1.0,1.0,0.28,0.2576,0.56,0.2985
54,10,2,3,61,2011,15,1,1,3,0,0.0,3.0,1.0,1.0,0.32,0.303,0.49,0.2836
55,10,39,8,61,2011,6,2,0,2,0,0.0,3.0,1.0,1.0,0.32,0.303,0.49,0.2836
56,10,9,2,61,2011,6,1,0,8,2,0.0,3.0,1.0,1.0,0.32,0.303,0.49,0.2836
57,10,27,1,61,2011,4,0,0,1,2,0.0,3.0,1.0,1.0,0.32,0.303,0.49,0.2836
58,11,27,2,61,2011,1,1,0,3,1,0.0,3.0,1.0,1.0,0.34,0.303,0.53,0.3284
59,11,2,3,61,2011,3,1,0,6,3,0.0,3.0,1.0,1.0,0.34,0.303,0.53,0.3284
60,11,9,2,61,2011,2,0,1,5,0,0.0,3.0,1.0,1.0,0.34,0.303,0.53,0.3284
61,11,39,4,61,2011,8,0,3,3,1,0.0,3.0,1.0,1.0,0.34,0.303,0.53,0.3284
62,12,2,9,61,2011,3,0,0,0,0,0.0,3.0,1.0,1.0,0.4,0.4091,0.43,0.194
63,12,9,1,61,2011,2,1,2,5,3,0.0,3.0,1.0,1.0,0.4,0.4091,0.43,0.194
64,12,39,3,61,2011,4,0,7,4,1,0.0,3.0,1.0,1.0,0.4,0.4091,0.43,0.194
65,13,2,3,61,2011,9,0,3,1,0,0.0,3.0,1.0,1.0,0.5,0.4848,0.25,0.0
66,13,39,7,61,2011,3,0,6,3,1,0.0,3.0,1.0,1.0,0.5,0.4848,0.25,0.0
67,13,9,3,61,2011,1,3,3,14,0,0.0,3.0,1.0,1.0,0.5,0.4848,0.25,0.0
68,13,27,1,61,2011,0,1,7,2,0,0.0,3.0,1.0,1.0,0.5,0.4848,0.25,0.0
69,14,2,3,61,2011,3,4,7,0,1,0.0,3.0,1.0,1.0,0.52,0.5,0.23,0.2985
70,14,9,3,61,2011,3,5,11,0,1,0.0,3.0,1.0,1.0,0.52,0.5,0.23,0.2985
71,14,27,5,61,2011,1,10,1,4,3,0.0,3.0,1.0,1.0,0.52,0.5,0.23,0.2985
72,14,39,4,61,2011,7,3,4,3,3,0.0,3.0,1.0,1.0,0.52,0.5,0.23,0.2985
73,15,39,10,61,2011,4,17,3,2,2,0.0,3.0,1.0,1.0,0.54,0.5152,0.19,0.4179
74,15,9,2,61,2011,3,3,0,2,1,0.0,3.0,1.0,1.0,0.54,0.5152,0.19,0.4179
75,15,2,4,61,2011,3,6,2,0,4,0.0,3.0,1.0,1.0,0.54,0.5152,0.19,0.4179
76,15,27,3,61,2011,5,7,6,2,4,0.0,3.0,1.0,1.0,0.54,0.5152,0.19,0.4179
77,16,2,7,61,2011,4,6,0,1,4,0.0,3.0,1.0,1.0,0.54,0.5152,0.19,0.3284
78,16,27,3,61,2011,3,7,3,0,2,0.0,3.0,1.0,1.0,0.54,0.5152,0.19,0.3284
79,16,9,7,61,2011,2,2,1,0,5,0.0,3.0,1.0,1.0,0.54,0.5152,0.19,0.3284
80,16,39,5,61,2011,10,3,4,1,1,0.0,3.0,1.0,1.0,0.54,0.5152,0.19,0.3284
81,17,39,13,61,2011,5,0,2,0,5,0.0,3.0,1.0,1.0,0.5,0.4848,0.23,0.2836
82,17,2,13,61,2011,7,7,1,1,4,0.0,3.0,1.0,1.0,0.5,0.4848,0.23,0.2836
83,17,27,6,61,2011,3,6,6,0,1,0.0,3.0,1.0,1.0,0.5,0.4848,0.23,0.2836
84,17,9,7,61,2011,7,4,6,1,2,0.0,3.0,1.0,1.0,0.5,0.4848,0.23,0.2836
85,18,2,10,61,2011,13,0,4,0,0,0.0,3.0,1.0,1.0,0.46,0.4545,0.23,0.4925
86,18,9,5,61,2011,7,1,2,0,3,0.0,3.0,1.0,1.0,0.46,0.4545,0.23,0.4925
87,18,39,13,61,2011,13,1,2,0,4,0.0,3.0,1.0,1.0,0.46,0.4545,0.23,0.4925
88,18,27,3,61,2011,6,5,2,0,2,0.0,3.0,1.0,1.0,0.46,0.4545,0.23,0.4925
89,19,2,10,61,2011,10,11,1,0,1,0.0,3.0,1.0,1.0,0.4,0.4091,0.28,0.5224
90,19,39,10,61,2011,13,3,1,0,6,0.0,3.0,1.0,1.0,0.4,0.4091,0.28,0.5224
91,19,9,6,61,2011,5,6,3,0,0,0.0,3.0,1.0,1.0,0.4,0.4091,0.28,0.5224
92,19,27,4,61,2011,3,2,4,0,1,0.0,3.0,1.0,1.0,0.4,0.4091,0.28,0.5224
93,20,39,5,61,2011,10,4,1,0,2,0.0,3.0,1.0,1.0,0.36,0.3333,0.29,0.4179
94,20,2,9,61,2011,10,5,4,0,3,0.0,3.0,1.0,1.0,0.36,0.3333,0.29,0.4179
95,20,9,3,61,2011,6,5,8,0,1,0.0,3.0,1.0,1.0,0.36,0.3333,0.29,0.4179
96,21,9,3,61,2011,3,2,11,0,0,0.0,3.0,1.0,1.0,0.34,0.2879,0.29,0.4627
97,21,39,3,61,2011,5,0,1,0,0,0.0,3.0,1.0,1.0,0.34,0.2879,0.29,0.4627
98,21,27,1,61,2011,0,2,6,0,2,0.0,3.0,1.0,1.0,0.34,0.2879,0.29,0.4627
99,21,2,3,61,2011,9,5,8,0,2,0.0,3.0,1.0,1.0,0.34,0.2879,0.29,0.4627
100,22,2,4,61,2011,3,7,12,0,0,0.0,3.0,1.0,1.0,0.3,0.2576,0.26,0.5522
101,22,39,3,61,2011,3,5,5,0,1,0.0,3.0,1.0,1.0,0.3,0.2576,0.26,0.5522
102,23,2,2,61,2011,4,5,3,0,6,0.0,3.0,1.0,1.0,0.26,0.2121,0.3,0.5224
103,23,39,1,61,2011,3,8,6,0,0,0.0,3.0,1.0,1.0,0.26,0.2121,0.3,0.5224
104,0,2,3,62,2011,2,1,0,0,1,0.0,4.0,1.0,1.0,0.24,0.197,0.3,0.4627
105,2,2,1,62,2011,0,4,5,0,1,0.0,4.0,1.0,1.0,0.2,0.1667,0.27,0.4627
106,5,2,1,62,2011,0,8,1,0,1,0.0,4.0,1.0,1.0,0.14,0.1212,0.33,0.2985
107,6,9,1,62,2011,0,9,3,0,0,0.0,4.0,1.0,1.0,0.14,0.1212,0.33,0.2985
108,6,2,3,62,2011,1,7,2,0,1,0.0,4.0,1.0,1.0,0.14,0.1212,0.33,0.2985
109,7,9,3,62,2011,1,11,2,0,1,0.0,4.0,1.0,1.0,0.12,0.0909,0.42,0.4179
110,7,2,8,62,2011,3,2,2,0,3,0.0,4.0,1.0,1.0,0.12,0.0909,0.42,0.4179
111,7,39,1,62,2011,0,3,3,0,1,0.0,4.0,1.0,1.0,0.12,0.0909,0.42,0.4179
112,7,27,2,62,2011,0,16,1,0,2,0.0,4.0,1.0,1.0,0.12,0.0909,0.42,0.4179
113,8,2,13,62,2011,8,8,1,0,2,0.0,4.0,1.0,1.0,0.14,0.1212,0.39,0.2985
114,8,39,15,62,2011,1,11,3,0,0,0.0,4.0,1.0,1.0,0.14,0.1212,0.39,0.2985
115,8,9,8,62,2011,3,5,2,0,1,0.0,4.0,1.0,1.0,0.14,0.1212,0.39,0.2985
116,8,27,4,62,2011,2,6,1,1,1,0.0,4.0,1.0,1.0,0.14,0.1212,0.39,0.2985
117,9,2,10,62,2011,13,9,0,0,0,0.0,4.0,1.0,1.0,0.16,0.1364,0.37,0.2836
118,9,9,6,62,2011,8,2,0,2,0,0.0,4.0,1.0,1.0,0.16,0.1364,0.37,0.2836
119,9,27,1,62,2011,4,8,1,3,2,0.0,4.0,1.0,1.0,0.16,0.1364,0.37,0.2836
120,9,39,3,62,2011,15,4,1,2,1,0.0,4.0,1.0,1.0,0.16,0.1364,0.37,0.2836
121,10,27,1,62,2011,1,6,0,4,2,0.0,4.0,1.0,1.0,0.18,0.1818,0.29,0.194
122,10,9,2,62,2011,6,3,0,0,4,0.0,4.0,1.0,1.0,0.18,0.1818,0.29,0.194
123,10,2,4,62,2011,10,5,0,1,1,0.0,4.0,1.0,1.0,0.18,0.1818,0.29,0.194
124,11,2,3,62,2011,4,3,1,1,12,0.0,4.0,1.0,1.0,0.2,0.2273,0.29,0.0896
125,11,9,2,62,2011,2,5,0,2,6,0.0,4.0,1.0,1.0,0.2,0.2273,0.29,0.0896
126,11,39,1,62,2011,0,1,3,0,6,0.0,4.0,1.0,1.0,0.2,0.2273,0.29,0.0896
127,12,39,2,62,2011,1,5,2,2,1,0.0,4.0,1.0,1.0,0.22,0.2273,0.25,0.1343
128,12,2,8,62,2011,3,6,1,5,3,0.0,4.0,1.0,1.0,0.22,0.2273,0.25,0.1343
129,12,9,3,62,2011,2,3,1,0,0,0.0,4.0,1.0,1.0,0.22,0.2273,0.25,0.1343
130,12,27,1,62,2011,0,1,3,10,1,0.0,4.0,1.0,1.0,0.22,0.2273,0.25,0.1343
131,13,2,8,62,2011,8,3,11,4,1,0.0,4.0,1.0,1.0,0.22,0.2576,0.25,0.0896
132,13,39,2,62,2011,2,0,8,5,3,0.0,4.0,1.0,1.0,0.22,0.2576,0.25,0.0896
133,13,9,1,62,2011,3,0,2,3,1,0.0,4.0,1.0,1.0,0.22,0.2576,0.25,0.0896
134,13,27,1,62,2011,1,0,4,13,2,0.0,4.0,1.0,1.0,0.22,0.2576,0.25,0.0896
135,14,27,4,62,2011,1,1,11,6,1,0.0,4.0,1.0,1.0,0.24,0.2576,0.21,0.1045
136,14,2,4,62,2011,8,1,6,1,2,0.0,4.0,1.0,1.0,0.24,0.2576,0.21,0.1045
137,14,39,2,62,2011,2,1,5,4,3,0.0,4.0,1.0,1.0,0.24,0.2576,0.21,0.1045
138,14,9,3,62,2011,1,1,2,5,0,0.0,4.0,1.0,1.0,0.24,0.2576,0.21,0.1045
139,15,39,5,62,2011,2,7,4,3,3,0.0,4.0,1.0,1.0,0.24,0.2879,0.23,0.0
140,15,2,8,62,2011,4,0,1,3,5,0.0,4.0,1.0,1.0,0.24,0.2879,0.23,0.0
141,15,27,1,62,2011,4,3,0,3,1,0.0,4.0,1.0,1.0,0.24,0.2879,0.23,0.0
142,15,9,1,62,2011,3,2,5,2,0,0.0,4.0,1.0,1.0,0.24,0.2879,0.23,0.0
143,16,39,3,62,2011,5,5,1,5,5,0.0,4.0,1.0,1.0,0.26,0.303,0.23,0.0
144,16,27,2,62,2011,1,0,0,3,2,0.0,4.0,1.0,1.0,0.26,0.303,0.23,0.0
145,16,2,2,62,2011,8,14,1,2,1,0.0,4.0,1.0,1.0,0.26,0.303,0.23,0.0
146,16,9,2,62,2011,1,7,0,3,6,0.0,4.0,1.0,1.0,0.26,0.303,0.23,0.0
147,17,27,4,62,2011,2,28,1,2,2,0.0,4.0,1.0,1.0,0.26,0.303,0.22,0.0
148,17,9,8,62,2011,2,7,7,0,3,0.0,4.0,1.0,1.0,0.26,0.303,0.22,0.0
149,17,39,12,62,2011,3,12,7,1,1,0.0,4.0,1.0,1.0,0.26,0.303,0.22,0.0
150,17,2,13,62,2011,2,10,0,1,4,0.0,4.0,1.0,1.0,0.26,0.303,0.22,0.0
151,18,9,4,62,2011,8,4,5,0,4,0.0,4.0,1.0,1.0,0.24,0.2121,0.35,0.3284
152,18,2,9,62,2011,13,4,2,0,0,0.0,4.0,1.0,1.0,0.24,0.2121,0.35,0.3284
153,18,39,3,62,2011,12,7,3,0,4,0.0,4.0,1.0,1.0,0.24,0.2121,0.35,0.3284
154,18,27,1,62,2011,4,3,3,0,1,0.0,4.0,1.0,1.0,0.24,0.2121,0.35,0.3284
155,19,2,5,62,2011,9,2,2,1,4,0.0,4.0,1.0,1.0,0.2,0.197,0.4,0.2537
156,19,39,7,62,2011,3,2,3,2,4,0.0,4.0,1.0,1.0,0.2,0.197,0.4,0.2537
157,19,9,2,62,2011,4,2,3,1,3,0.0,4.0,1.0,1.0,0.2,0.197,0.4,0.2537
158,19,27,2,62,2011,1,2,3,2,7,0.0,4.0,1.0,1.0,0.2,0.197,0.4,0.2537
159,20,9,2,62,2011,2,9,2,7,8,0.0,4.0,1.0,1.0,0.2,0.2273,0.4,0.0896
160,20,39,4,62,2011,7,3,8,2,2,0.0,4.0,1.0,1.0,0.2,0.2273,0.4,0.0896
161,20,2,2,62,2011,5,2,6,2,9,0.0,4.0,1.0,1.0,0.2,0.2273,0.4,0.0896
162,20,27,1,62,2011,2,0,3,5,6,0.0,4.0,1.0,1.0,0.2,0.2273,0.4,0.0896
163,21,39,4,62,2011,4,6,1,6,4,0.0,4.0,1.0,1.0,0.18,0.2121,0.4,0.1045
164,21,2,2,62,2011,2,8,5,17,13,0.0,4.0,1.0,1.0,0.18,0.2121,0.4,0.1045
165,21,9,1,62,2011,2,3,3,2,3,0.0,4.0,1.0,1.0,0.18,0.2121,0.4,0.1045
166,21,27,1,62,2011,1,3,12,3,3,0.0,4.0,1.0,1.0,0.18,0.2121,0.4,0.1045
167,22,39,3,62,2011,4,7,4,8,1,0.0,4.0,1.0,1.0,0.2,0.2576,0.4,0.0
168,22,2,6,62,2011,2,3,2,3,0,0.0,4.0,1.0,1.0,0.2,0.2576,0.4,0.0
169,23,39,3,62,2011,3,11,3,5,9,0.0,4.0,1.0,2.0,0.18,0.2121,0.43,0.0896
170,23,2,1,62,2011,6,1,11,2,4,0.0,4.0,1.0,2.0,0.18,0.2121,0.43,0.0896
171,0,27,1,63,2011,0,5,12,4,1,0.0,5.0,1.0,2.0,0.2,0.197,0.55,0.194
172,0,2,1,63,2011,1,2,4,2,4,0.0,5.0,1.0,2.0,0.2,0.197,0.55,0.194
173,1,9,1,63,2011,0,6,3,2,2,0.0,5.0,1.0,2.0,0.18,0.1818,0.64,0.194
174,6,2,3,63,2011,0,9,6,2,0,0.0,5.0,1.0,2.0,0.16,0.197,0.74,0.0896
175,6,39,1,63,2011,0,2,1,1,0,0.0,5.0,1.0,2.0,0.16,0.197,0.74,0.0896
176,7,2,7,63,2011,3,3,1,8,0,0.0,5.0,1.0,1.0,0.16,0.1818,0.8,0.1343
177,7,9,3,63,2011,0,12,0,3,1,0.0,5.0,1.0,1.0,0.16,0.1818,0.8,0.1343
178,7,39,5,63,2011,1,12,7,2,0,0.0,5.0,1.0,1.0,0.16,0.1818,0.8,0.1343
179,8,39,9,63,2011,5,21,2,4,0,0.0,5.0,1.0,1.0,0.18,0.197,0.74,0.1343
180,8,2,16,63,2011,7,4,6,4,1,0.0,5.0,1.0,1.0,0.18,0.197,0.74,0.1343
181,8,9,7,63,2011,3,15,0,2,0,0.0,5.0,1.0,1.0,0.18,0.197,0.74,0.1343
182,8,27,2,63,2011,0,9,3,5,0,0.0,5.0,1.0,1.0,0.18,0.197,0.74,0.1343
183,9,9,5,63,2011,7,3,1,7,0,0.0,5.0,1.0,1.0,0.22,0.2273,0.6,0.1343
184,9,27,2,63,2011,2,10,1,1,0,0.0,5.0,1.0,1.0,0.22,0.2273,0.6,0.1343
185,9,2,7,63,2011,16,5,2,3,0,0.0,5.0,1.0,1.0,0.22,0.2273,0.6,0.1343
186,9,39,7,63,2011,9,11,3,4,1,0.0,5.0,1.0,1.0,0.22,0.2273,0.6,0.1343
187,10,9,5,63,2011,5,12,0,5,4,0.0,5.0,1.0,1.0,0.24,0.2273,0.6,0.2537
188,10,27,1,63,2011,2,6,3,4,3,0.0,5.0,1.0,1.0,0.24,0.2273,0.6,0.2537
189,10,39,2,63,2011,7,8,1,2,2,0.0,5.0,1.0,1.0,0.24,0.2273,0.6,0.2537
190,10,2,3,63,2011,7,4,2,2,8,0.0,5.0,1.0,1.0,0.24,0.2273,0.6,0.2537
191,11,39,3,63,2011,2,2,0,3,2,0.0,5.0,1.0,1.0,0.28,0.2727,0.52,0.2239
192,11,9,3,63,2011,5,5,0,0,8,0.0,5.0,1.0,1.0,0.28,0.2727,0.52,0.2239
193,11,27,1,63,2011,1,5,0,0,2,0.0,5.0,1.0,1.0,0.28,0.2727,0.52,0.2239
194,11,2,5,63,2011,3,12,0,7,3,0.0,5.0,1.0,1.0,0.28,0.2727,0.52,0.2239
195,12,39,5,63,2011,3,5,0,4,8,0.0,5.0,1.0,1.0,0.32,0.303,0.43,0.1642
196,12,2,5,63,2011,5,4,0,1,2,0.0,5.0,1.0,1.0,0.32,0.303,0.43,0.1642
197,12,9,2,63,2011,3,2,0,6,1,0.0,5.0,1.0,1.0,0.32,0.303,0.43,0.1642
198,13,2,6,63,2011,5,2,2,13,1,0.0,5.0,1.0,1.0,0.34,0.3182,0.42,0.2239
199,13,9,2,63,2011,2,3,1,1,2,0.0,5.0,1.0,1.0,0.34,0.3182,0.42,0.2239
200,13,27,1,63,2011,0,1,0,12,1,0.0,5.0,1.0,1.0,0.34,0.3182,0.42,0.2239
201,13,39,1,63,2011,5,0,5,3,4,0.0,5.0,1.0,1.0,0.34,0.3182,0.42,0.2239
202,14,2,6,63,2011,6,0,3,14,3,0.0,5.0,1.0,1.0,0.36,0.3333,0.4,0.2836
203,14,39,1,63,2011,1,0,3,8,1,0.0,5.0,1.0,1.0,0.36,0.3333,0.4,0.2836
204,14,9,4,63,2011,2,4,11,1,4,0.0,5.0,1.0,1.0,0.36,0.3333,0.4,0.2836
205,14,27,1,63,2011,1,1,6,0,5,0.0,5.0,1.0,1.0,0.36,0.3333,0.4,0.2836
206,15,39,4,63,2011,1,2,10,1,2,0.0,5.0,1.0,1.0,0.36,0.3333,0.4,0.2985
207,15,2,8,63,2011,6,5,3,8,2,0.0,5.0,1.0,1.0,0.36,0.3333,0.4,0.2985
208,15,9,4,63,2011,4,8,8,1,6,0.0,5.0,1.0,1.0,0.36,0.3333,0.4,0.2985
209,15,27,2,63,2011,1,1,0,9,1,0.0,5.0,1.0,1.0,0.36,0.3333,0.4,0.2985
210,16,9,2,63,2011,4,6,8,4,1,0.0,5.0,1.0,1.0,0.36,0.3485,0.46,0.194
211,16,39,2,63,2011,4,12,3,3,0,0.0,5.0,1.0,1.0,0.36,0.3485,0.46,0.194
212,16,2,5,63,2011,8,16,1,2,7,0.0,5.0,1.0,1.0,0.36,0.3485,0.46,0.194
213,16,27,1,63,2011,2,7,4,4,3,0.0,5.0,1.0,1.0,0.36,0.3485,0.46,0.194
214,17,39,12,63,2011,2,8,1,2,2,0.0,5.0,1.0,2.0,0.36,0.3333,0.5,0.2537
215,17,2,13,63,2011,5,5,0,3,1,0.0,5.0,1.0,2.0,0.36,0.3333,0.5,0.2537
216,17,27,2,63,2011,1,4,1,2,1,0.0,5.0,1.0,2.0,0.36,0.3333,0.5,0.2537
217,17,9,9,63,2011,2,7,4,0,5,0.0,5.0,1.0,2.0,0.36,0.3333,0.5,0.2537
218,18,39,6,63,2011,12,6,3,3,4,0.0,5.0,1.0,2.0,0.34,0.303,0.53,0.2985
219,18,9,3,63,2011,9,5,2,5,0,0.0,5.0,1.0,2.0,0.34,0.303,0.53,0.2985
220,18,27,2,63,2011,2,8,7,0,1,0.0,5.0,1.0,2.0,0.34,0.303,0.53,0.2985
221,18,2,6,63,2011,13,6,3,1,14,0.0,5.0,1.0,2.0,0.34,0.303,0.53,0.2985
222,19,2,7,63,2011,6,1,0,0,9,0.0,5.0,1.0,1.0,0.32,0.303,0.61,0.2537
223,19,39,4,63,2011,6,4,0,1,7,0.0,5.0,1.0,1.0,0.32,0.303,0.61,0.2537
224,19,9,4,63,2011,3,4,7,0,6,0.0,5.0,1.0,1.0,0.32,0.303,0.61,0.2537
225,19,27,2,63,2011,2,15,2,0,11,0.0,5.0,1.0,1.0,0.32,0.303,0.61,0.2537
226,20,2,11,63,2011,7,3,1,1,8,0.0,5.0,1.0,2.0,0.3,0.2879,0.7,0.194
227,20,27,5,63,2011,2,6,2,0,5,0.0,5.0,1.0,2.0,0.3,0.2879,0.7,0.194
228,20,39,2,63,2011,4,8,4,1,3,0.0,5.0,1.0,2.0,0.3,0.2879,0.7,0.194
229,21,9,4,63,2011,0,7,0,3,1,0.0,5.0,1.0,2.0,0.3,0.2879,0.7,0.2239
230,21,2,9,63,2011,11,7,5,4,2,0.0,5.0,1.0,2.0,0.3,0.2879,0.7,0.2239
231,21,39,2,63,2011,2,9,4,12,6,0.0,5.0,1.0,2.0,0.3,0.2879,0.7,0.2239
232,21,27,2,63,2011,5,9,4,5,3,0.0,5.0,1.0,2.0,0.3,0.2879,0.7,0.2239
233,22,39,3,63,2011,2,0,3,8,3,0.0,5.0,1.0,1.0,0.3,0.2879,0.7,0.194
234,22,9,1,63,2011,4,8,2,21,2,0.0,5.0,1.0,1.0,0.3,0.2879,0.7,0.194
235,22,27,2,63,2011,2,1,2,13,3,0.0,5.0,1.0,1.0,0.3,0.2879,0.7,0.194
236,22,2,3,63,2011,9,6,4,5,2,0.0,5.0,1.0,1.0,0.3,0.2879,0.7,0.194
237,23,9,2,63,2011,1,9,2,2,2,0.0,5.0,1.0,2.0,0.3,0.303,0.75,0.1642
238,23,2,3,63,2011,3,5,4,11,0,0.0,5.0,1.0,2.0,0.3,0.303,0.75,0.1642
239,23,39,1,63,2011,3,5,6,5,5,0.0,5.0,1.0,2.0,0.3,0.303,0.75,0.1642
240,0,2,5,64,2011,3,18,14,6,2,0.0,6.0,0.0,2.0,0.28,0.2879,0.81,0.1045
241,0,39,1,64,2011,1,4,4,2,2,0.0,6.0,0.0,2.0,0.28,0.2879,0.81,0.1045
242,1,9,3,64,2011,0,21,9,0,0,0.0,6.0,0.0,2.0,0.3,0.3182,0.81,0.1045
243,1,2,2,64,2011,5,21,2,5,0,0.0,6.0,0.0,2.0,0.3,0.3182,0.81,0.1045
